# r_au r_arcsec Inu_beam sig_beam  Tb sig_Tb Tb2 sig_Tb2
1.0650E+02   8.8017E-01    2.2463E-06   1.7157E-06    3.4720E-02   2.6519E-02   1.9764E+00   3.0317E-01   
1.0750E+02   8.8843E-01    3.0526E-06   1.7550E-06    4.7183E-02   2.7127E-02   2.0863E+00   2.3355E-01   
1.0850E+02   8.9669E-01    5.6266E-06   1.7806E-06    8.6969E-02   2.7522E-02   2.3457E+00   1.5343E-01   
1.0950E+02   9.0496E-01    1.0282E-05   1.7482E-06    1.5893E-01   2.7021E-02   2.6718E+00   1.0486E-01   
1.1050E+02   9.1322E-01    1.6360E-05   1.6743E-06    2.5287E-01   2.5879E-02   2.9896E+00   7.8152E-02   
1.1150E+02   9.2149E-01    2.4608E-05   1.6810E-06    3.8036E-01   2.5983E-02   3.3351E+00   6.4163E-02   
1.1250E+02   9.2975E-01    3.6285E-05   1.7841E-06    5.6085E-01   2.7576E-02   3.7412E+00   5.7221E-02   
1.1350E+02   9.3802E-01    5.2515E-05   1.8594E-06    8.1171E-01   2.8740E-02   4.2218E+00   5.1394E-02   
1.1450E+02   9.4628E-01    7.2783E-05   1.8929E-06    1.1250E+00   2.9258E-02   4.7483E+00   4.6561E-02   
1.1550E+02   9.5455E-01    9.6739E-05   1.9640E-06    1.4953E+00   3.0357E-02   5.3101E+00   4.4157E-02   
1.1650E+02   9.6281E-01    1.2231E-04   2.0253E-06    1.8905E+00   3.1304E-02   5.8655E+00   4.2642E-02   
1.1750E+02   9.7107E-01    1.4610E-04   2.0085E-06    2.2582E+00   3.1045E-02   6.3548E+00   4.0443E-02   
1.1850E+02   9.7934E-01    1.6410E-04   1.9289E-06    2.5364E+00   2.9814E-02   6.7123E+00   3.7813E-02   
1.1950E+02   9.8760E-01    1.7434E-04   1.8223E-06    2.6947E+00   2.8167E-02   6.9117E+00   3.5254E-02   
1.2050E+02   9.9587E-01    1.7616E-04   1.7525E-06    2.7229E+00   2.7088E-02   6.9469E+00   3.3828E-02   
1.2150E+02   1.0041E+00    1.6956E-04   1.7646E-06    2.6208E+00   2.7275E-02   6.8189E+00   3.4343E-02   
1.2250E+02   1.0124E+00    1.5698E-04   1.8282E-06    2.4264E+00   2.8258E-02   6.5720E+00   3.6199E-02   
1.2350E+02   1.0207E+00    1.4069E-04   1.9140E-06    2.1746E+00   2.9584E-02   6.2454E+00   3.8892E-02   
1.2450E+02   1.0289E+00    1.2242E-04   1.9178E-06    1.8922E+00   2.9643E-02   5.8678E+00   4.0369E-02   
1.2550E+02   1.0372E+00    1.0392E-04   1.7960E-06    1.6063E+00   2.7760E-02   5.4698E+00   3.9546E-02   
1.2650E+02   1.0455E+00    8.7626E-05   1.6953E-06    1.3544E+00   2.6204E-02   5.1022E+00   3.9276E-02   
1.2750E+02   1.0537E+00    7.4032E-05   1.5975E-06    1.1443E+00   2.4692E-02   4.7789E+00   3.9071E-02   
1.2850E+02   1.0620E+00    6.2403E-05   1.5546E-06    9.6454E-01   2.4029E-02   4.4863E+00   4.0328E-02   
1.2950E+02   1.0702E+00    5.2037E-05   1.5368E-06    8.0432E-01   2.3754E-02   4.2086E+00   4.2623E-02   
1.3050E+02   1.0785E+00    4.3449E-05   1.5562E-06    6.7158E-01   2.4054E-02   3.9622E+00   4.6320E-02   
1.3150E+02   1.0868E+00    3.7021E-05   1.5864E-06    5.7222E-01   2.4521E-02   3.7647E+00   5.0446E-02   
1.3250E+02   1.0950E+00    3.1837E-05   1.6105E-06    4.9210E-01   2.4893E-02   3.5945E+00   5.4660E-02   
1.3350E+02   1.1033E+00    2.8363E-05   1.5753E-06    4.3840E-01   2.4349E-02   3.4737E+00   5.6302E-02   
1.3450E+02   1.1116E+00    2.6500E-05   1.5369E-06    4.0960E-01   2.3755E-02   3.4061E+00   5.6665E-02   
1.3550E+02   1.1198E+00    2.5679E-05   1.4953E-06    3.9691E-01   2.3112E-02   3.3756E+00   5.5941E-02   
1.3650E+02   1.1281E+00    2.4649E-05   1.4785E-06    3.8099E-01   2.2853E-02   3.3367E+00   5.6381E-02   
1.3750E+02   1.1364E+00    2.3943E-05   1.4259E-06    3.7008E-01   2.2040E-02   3.3096E+00   5.5124E-02   
1.3850E+02   1.1446E+00    2.3731E-05   1.3909E-06    3.6680E-01   2.1499E-02   3.3014E+00   5.3997E-02   
1.3950E+02   1.1529E+00    2.4673E-05   1.3399E-06    3.8136E-01   2.0710E-02   3.3376E+00   5.1068E-02   
1.4050E+02   1.1612E+00    2.6210E-05   1.2877E-06    4.0512E-01   1.9904E-02   3.3953E+00   4.7713E-02   
1.4150E+02   1.1694E+00    2.6714E-05   1.2965E-06    4.1291E-01   2.0040E-02   3.4139E+00   4.7619E-02   
1.4250E+02   1.1777E+00    2.5977E-05   1.2998E-06    4.0152E-01   2.0091E-02   3.3867E+00   4.8362E-02   
1.4350E+02   1.1860E+00    2.4006E-05   1.2729E-06    3.7105E-01   1.9675E-02   3.3120E+00   4.9143E-02   
1.4450E+02   1.1942E+00    2.1709E-05   1.2377E-06    3.3555E-01   1.9131E-02   3.2213E+00   5.0138E-02   
1.4550E+02   1.2025E+00    2.0249E-05   1.2688E-06    3.1298E-01   1.9611E-02   3.1612E+00   5.3173E-02   
1.4650E+02   1.2107E+00    1.8919E-05   1.3183E-06    2.9243E-01   2.0377E-02   3.1045E+00   5.7139E-02   
1.4750E+02   1.2190E+00    1.7607E-05   1.3819E-06    2.7215E-01   2.1360E-02   3.0467E+00   6.2102E-02   
1.4850E+02   1.2273E+00    1.6143E-05   1.4183E-06    2.4952E-01   2.1922E-02   2.9795E+00   6.6631E-02   
1.4950E+02   1.2355E+00    1.4918E-05   1.4294E-06    2.3058E-01   2.2094E-02   2.9208E+00   6.9963E-02   
1.5050E+02   1.2438E+00    1.3792E-05   1.4250E-06    2.1318E-01   2.2026E-02   2.8647E+00   7.2694E-02   
1.5150E+02   1.2521E+00    1.2686E-05   1.3588E-06    1.9608E-01   2.1003E-02   2.8071E+00   7.2478E-02   
1.5250E+02   1.2603E+00    1.1333E-05   1.2668E-06    1.7517E-01   1.9581E-02   2.7329E+00   7.1833E-02   
